Time(s),IDD(A),ISS(A),Product_OUT(V),Carry_OUT(V),AixBi(V),Product_IN(V),Carry_IN(V)
    20.273e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.274e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.275e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.276e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.277e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.278e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.279e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.280e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.281e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.282e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.283e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.284e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.285e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.286e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.287e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.288e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.289e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.290e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.291e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.292e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.293e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.294e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.295e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.296e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.297e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.298e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.299e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.300e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.301e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.302e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.303e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.304e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.305e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.306e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.307e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.308e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.309e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.310e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.311e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.312e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.313e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.314e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.315e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.316e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.317e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.318e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.319e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.320e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.321e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.322e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.323e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.324e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.325e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.326e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.327e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.328e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.329e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.330e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.331e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.332e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.333e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.334e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.335e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.336e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.337e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.338e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.339e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.340e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.341e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.342e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.343e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.344e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.345e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.346e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.347e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.348e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.349e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.350e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.351e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.352e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.353e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.354e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.355e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.356e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.357e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.358e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.359e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.360e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.361e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.362e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.363e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.364e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.365e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.366e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.367e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.368e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.369e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.370e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.371e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.372e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.373e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.374e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.375e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.376e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.377e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.378e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.379e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.380e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.381e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.382e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.383e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.384e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.385e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.386e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.387e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.388e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.389e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.390e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.391e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.392e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.393e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.394e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.395e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000
    20.396e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.065
    20.397e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.195
    20.398e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.325
    20.399e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.455
    20.400e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.585
    20.401e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.402e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.403e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.404e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.405e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.406e-9,  0.000005e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.407e-9,  0.000005e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.408e-9,  0.000006e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.409e-9,  0.000006e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.410e-9,  0.000007e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.411e-9,  0.000007e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.412e-9,  0.000007e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.413e-9,  0.000008e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.414e-9,  0.000008e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.415e-9,  0.000008e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.416e-9,  0.000009e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.417e-9,  0.000009e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.418e-9,  0.000009e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.419e-9,  0.000009e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.420e-9,  0.000009e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.421e-9,  0.000010e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.422e-9,  0.000010e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.423e-9,  0.000010e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.424e-9,  0.000010e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.425e-9,  0.000011e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.426e-9,  0.000011e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.427e-9,  0.000012e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.428e-9,  0.000012e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.429e-9,  0.000012e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.430e-9,  0.000013e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.431e-9,  0.000014e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.432e-9,  0.000014e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.433e-9,  0.000015e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.434e-9,  0.000016e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.435e-9,  0.000017e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.436e-9,  0.000018e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.437e-9,  0.000019e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.438e-9,  0.000020e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.439e-9,  0.000022e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.440e-9,  0.000023e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.441e-9,  0.000025e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.442e-9,  0.000027e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.443e-9,  0.000029e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.444e-9,  0.000031e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.445e-9,  0.000034e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.446e-9,  0.000036e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.447e-9,  0.000039e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.448e-9,  0.000043e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.449e-9,  0.000046e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.450e-9,  0.000050e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.451e-9,  0.000055e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.452e-9,  0.000060e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.453e-9,  0.000065e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.454e-9,  0.000071e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.455e-9,  0.000078e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.456e-9,  0.000085e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.457e-9,  0.000093e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
    20.458e-9,  0.000101e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650
