Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),P4(V),P5(V),P6(V),P7(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
    41.010e-9,  2.360978e-3,  0.000000e-3,     0.000,     0.000,     0.009,     0.000,     0.000,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    41.020e-9,  2.374202e-3,  0.000000e-3,     0.000,     0.000,     0.008,     0.000,     0.000,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    41.030e-9,  2.238000e-3,  0.000000e-3,     0.000,     0.000,     0.006,     0.000,     0.000,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    41.040e-9,  2.086259e-3,  0.000000e-3,     0.000,     0.000,     0.005,     0.000,     0.001,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000
    41.050e-9,  1.854592e-3,  0.000000e-3,     0.000,     0.000,     0.003,     0.000,     0.002,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    41.060e-9,  1.657785e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.000,     0.005,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    41.070e-9,  1.494829e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.000,     0.013,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    41.080e-9,  1.226712e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.028,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    41.090e-9,  1.123196e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.051,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000
    41.100e-9,  1.534136e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.085,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000
    41.110e-9,  1.963526e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.130,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000
    41.120e-9,  2.123698e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.186,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000
    41.130e-9,  2.199940e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.250,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000
    41.140e-9,  2.162317e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.321,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000
    41.150e-9,  2.008644e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.397,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000
    41.160e-9,  1.547004e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.478,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000
    41.170e-9,  1.329588e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.563,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000
    41.180e-9,  1.507096e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.642,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000
    41.190e-9,  1.501166e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.704,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000
    41.200e-9,  1.788668e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.742,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650
    41.210e-9,  4.488890e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.751,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650
    41.220e-9,  4.326381e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.740,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650
    41.230e-9,  3.812864e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.712,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650
    41.240e-9,  3.181392e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.679,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650
    41.250e-9,  2.482183e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.648,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650
    41.260e-9,  2.146895e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.625,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650
    41.270e-9,  2.149731e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.611,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650
    41.280e-9,  1.970736e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.607,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650
    41.290e-9,  1.705642e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.611,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650
    41.300e-9,  1.316082e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.621,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    41.310e-9,  1.479003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.633,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    41.320e-9,  1.965427e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.645,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    41.330e-9,  2.195584e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.655,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    41.340e-9,  2.193010e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.662,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    41.350e-9,  1.958977e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.666,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    41.360e-9,  1.596912e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.667,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    41.370e-9,  1.179863e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.665,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    41.380e-9,  1.120375e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.663,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    41.390e-9,  1.169244e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.660,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    41.400e-9,  1.210376e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.657,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650
    41.410e-9,  2.993477e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.655,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650
    41.420e-9,  3.216216e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.653,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650
    41.430e-9,  3.368697e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.648,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650
    41.440e-9,  3.275029e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.639,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650
    41.450e-9,  3.001518e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.626,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650
    41.460e-9,  2.546314e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.607,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650
    41.470e-9,  2.185014e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.582,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650
    41.480e-9,  1.940087e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.553,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650
    41.490e-9,  2.001329e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.519,     0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650
    41.500e-9,  1.917402e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.481,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
    41.510e-9,  1.497203e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.440,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
    41.520e-9,  1.777846e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.396,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
    41.530e-9,  2.049450e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.351,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
    41.540e-9,  1.994357e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.307,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
    41.550e-9,  1.624238e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.264,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
    41.560e-9,  1.305762e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.223,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
    41.570e-9,  1.273294e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.184,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
    41.580e-9,  1.182513e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.147,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
    41.590e-9,  1.199191e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.114,     0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
    41.600e-9,  1.452959e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.083,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    41.610e-9, 10.297843e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.056,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    41.620e-9, 10.379646e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.033,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    41.630e-9, 10.055669e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.012,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    41.640e-9,  9.227105e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.004,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    41.650e-9,  7.964220e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.018,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
    41.660e-9,  7.283734e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.027,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
    41.670e-9,  7.280528e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.034,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
    41.680e-9,  6.791653e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.038,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
    41.690e-9,  5.341380e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.039,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
    41.700e-9,  3.192887e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.039,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
    41.710e-9,  1.808517e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,    -0.037,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
    41.720e-9,  3.863267e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,    -0.034,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
    41.730e-9,  4.836344e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,    -0.030,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
    41.740e-9,  4.559290e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,    -0.025,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
    41.750e-9,  3.724233e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.021,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
    41.760e-9,  2.481363e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.016,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
    41.770e-9,  1.553615e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.012,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
    41.780e-9,  1.691666e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.009,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
    41.790e-9,  1.855123e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.005,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
    41.800e-9,  1.423266e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.000,    -0.003,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000
    41.810e-9,  1.981407e-3,  0.000000e-3,     0.000,     0.000,     0.003,     0.000,    -0.001,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000
    41.820e-9,  1.769069e-3,  0.000000e-3,     0.000,     0.000,     0.008,     0.000,     0.001,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000
    41.830e-9,  2.062912e-3,  0.000000e-3,     0.000,     0.000,     0.018,     0.000,     0.003,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000
    41.840e-9,  2.150452e-3,  0.000000e-3,     0.000,     0.000,     0.037,     0.000,     0.004,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000
    41.850e-9,  2.065216e-3,  0.000000e-3,     0.000,     0.000,     0.067,     0.000,     0.006,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
    41.860e-9,  2.203353e-3,  0.000000e-3,     0.000,     0.000,     0.109,     0.000,     0.010,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
    41.870e-9,  2.300992e-3,  0.000000e-3,     0.000,     0.000,     0.163,     0.000,     0.017,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
    41.880e-9,  2.136778e-3,  0.000000e-3,     0.000,     0.000,     0.225,     0.000,     0.030,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
    41.890e-9,  1.920104e-3,  0.000000e-3,     0.000,     0.000,     0.295,     0.000,     0.052,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
    41.900e-9,  2.541801e-3,  0.000000e-3,     0.000,     0.000,     0.370,     0.000,     0.084,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000
    41.910e-9,  2.677867e-3,  0.000000e-3,     0.000,     0.000,     0.450,     0.000,     0.126,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000
    41.920e-9,  2.807978e-3,  0.000000e-3,     0.000,     0.000,     0.534,     0.000,     0.181,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000
    41.930e-9,  2.677670e-3,  0.000000e-3,     0.000,     0.000,     0.620,     0.000,     0.243,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000
    41.940e-9,  2.293448e-3,  0.000000e-3,     0.000,     0.000,     0.692,     0.000,     0.313,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000
    41.950e-9,  2.116452e-3,  0.000000e-3,     0.000,     0.000,     0.737,     0.000,     0.389,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000
    41.960e-9,  2.087416e-3,  0.000000e-3,     0.000,     0.000,     0.752,     0.000,     0.469,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000
    41.970e-9,  2.577454e-3,  0.000000e-3,     0.000,     0.000,     0.746,     0.000,     0.554,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000
    41.980e-9,  2.565165e-3,  0.000000e-3,     0.000,     0.000,     0.722,     0.000,     0.633,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000
    41.990e-9,  2.085094e-3,  0.000000e-3,     0.000,     0.000,     0.685,     0.000,     0.698,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000
    42.000e-9,  1.876592e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.738,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650
    42.010e-9,  3.221487e-3,  0.000000e-3,     0.000,     0.000,     0.623,     0.000,     0.751,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650
    42.020e-9,  3.216344e-3,  0.000000e-3,     0.000,     0.000,     0.608,     0.000,     0.742,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650
    42.030e-9,  3.348911e-3,  0.000000e-3,     0.000,     0.000,     0.605,     0.000,     0.716,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650
    42.040e-9,  3.105330e-3,  0.000000e-3,     0.000,     0.000,     0.612,     0.000,     0.683,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650
    42.050e-9,  2.628027e-3,  0.000000e-3,     0.000,     0.000,     0.625,     0.000,     0.652,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650
    42.060e-9,  1.918482e-3,  0.000000e-3,     0.000,     0.000,     0.640,     0.000,     0.628,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650
    42.070e-9,  1.641902e-3,  0.000000e-3,     0.000,     0.000,     0.653,     0.000,     0.613,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650
    42.080e-9,  1.649890e-3,  0.000000e-3,     0.000,     0.000,     0.663,     0.000,     0.608,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650
    42.090e-9,  1.880699e-3,  0.000000e-3,     0.000,     0.000,     0.667,     0.000,     0.611,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650
    42.100e-9,  1.981330e-3,  0.000000e-3,     0.000,     0.000,     0.667,     0.000,     0.620,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650
    42.110e-9,  2.021593e-3,  0.000000e-3,     0.000,     0.000,     0.664,     0.000,     0.631,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650
    42.120e-9,  2.243936e-3,  0.000000e-3,     0.000,     0.000,     0.658,     0.000,     0.643,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650
    42.130e-9,  2.389228e-3,  0.000000e-3,     0.000,     0.000,     0.653,     0.000,     0.654,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650
    42.140e-9,  2.383575e-3,  0.000000e-3,     0.000,     0.000,     0.648,     0.000,     0.661,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650
    42.150e-9,  2.154296e-3,  0.000000e-3,     0.000,     0.000,     0.645,     0.000,     0.666,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
    42.160e-9,  1.607426e-3,  0.000000e-3,     0.000,     0.000,     0.643,     0.000,     0.667,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
    42.170e-9,  1.019020e-3,  0.000000e-3,     0.000,     0.000,     0.642,     0.000,     0.666,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
    42.180e-9,  0.814716e-3,  0.000000e-3,     0.000,     0.000,     0.641,     0.000,     0.665,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
    42.190e-9,  0.854342e-3,  0.000000e-3,     0.000,     0.000,     0.640,     0.000,     0.663,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
    42.200e-9,  1.005444e-3,  0.000000e-3,     0.000,     0.000,     0.639,     0.000,     0.661,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
    42.210e-9,  2.203008e-3,  0.000000e-3,     0.000,     0.000,     0.634,     0.000,     0.659,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
    42.220e-9,  2.361026e-3,  0.000000e-3,     0.000,     0.000,     0.624,     0.000,     0.656,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
    42.230e-9,  2.343305e-3,  0.000000e-3,     0.000,     0.000,     0.608,     0.000,     0.648,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
    42.240e-9,  2.153610e-3,  0.000000e-3,     0.000,     0.000,     0.585,     0.000,     0.635,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
    42.250e-9,  1.884092e-3,  0.000000e-3,     0.000,     0.000,     0.555,     0.000,     0.616,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
    42.260e-9,  1.648436e-3,  0.000000e-3,     0.000,     0.000,     0.519,     0.000,     0.591,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
    42.270e-9,  1.753444e-3,  0.000000e-3,     0.000,     0.000,     0.477,     0.000,     0.561,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
    42.280e-9,  1.550676e-3,  0.000000e-3,     0.000,     0.000,     0.430,     0.000,     0.526,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
    42.290e-9,  1.460663e-3,  0.000000e-3,     0.000,     0.000,     0.380,     0.000,     0.487,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
    42.300e-9,  1.434209e-3,  0.000000e-3,     0.000,     0.000,     0.328,     0.000,     0.445,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
