Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),P4(V),P5(V),P6(V),P7(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
    42.310e-9,  1.158261e-3,  0.000000e-3,     0.000,     0.000,     0.276,     0.000,     0.401,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    42.320e-9,  1.051754e-3,  0.000000e-3,     0.000,     0.000,     0.225,     0.000,     0.356,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    42.330e-9,  1.184047e-3,  0.000000e-3,     0.000,     0.000,     0.176,     0.000,     0.312,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    42.340e-9,  1.154758e-3,  0.000000e-3,     0.000,     0.000,     0.131,     0.000,     0.269,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    42.350e-9,  1.072974e-3,  0.000000e-3,     0.000,     0.000,     0.090,     0.000,     0.228,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    42.360e-9,  0.969777e-3,  0.000000e-3,     0.000,     0.000,     0.053,     0.000,     0.189,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    42.370e-9,  0.940175e-3,  0.000000e-3,     0.000,     0.000,     0.022,     0.000,     0.153,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    42.380e-9,  0.944367e-3,  0.000000e-3,     0.000,     0.000,    -0.004,     0.000,     0.119,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    42.390e-9,  0.794426e-3,  0.000000e-3,     0.000,     0.000,    -0.025,     0.000,     0.088,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    42.400e-9,  0.878827e-3,  0.000000e-3,     0.000,     0.000,    -0.040,     0.000,     0.061,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000
    42.410e-9,  3.139057e-3,  0.000000e-3,     0.000,     0.000,    -0.050,     0.000,     0.037,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000
    42.420e-9,  3.134391e-3,  0.000000e-3,     0.000,     0.000,    -0.056,     0.000,     0.016,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000
    42.430e-9,  3.013549e-3,  0.000000e-3,     0.000,     0.000,    -0.057,     0.000,    -0.001,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000
    42.440e-9,  2.781726e-3,  0.000000e-3,     0.000,     0.000,    -0.055,     0.000,    -0.015,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000
    42.450e-9,  2.473250e-3,  0.000000e-3,     0.000,     0.000,    -0.051,     0.000,    -0.025,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000
    42.460e-9,  1.898777e-3,  0.000000e-3,     0.000,     0.000,    -0.045,     0.000,    -0.033,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000
    42.470e-9,  1.977686e-3,  0.000000e-3,     0.000,     0.000,    -0.037,     0.000,    -0.037,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000
    42.480e-9,  1.872703e-3,  0.000000e-3,     0.000,     0.000,    -0.029,     0.000,    -0.039,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000
    42.490e-9,  1.656423e-3,  0.000000e-3,     0.000,     0.000,    -0.022,     0.000,    -0.039,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000
    42.500e-9,  1.152675e-3,  0.000000e-3,     0.000,     0.000,    -0.015,     0.000,    -0.037,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
    42.510e-9,  1.211616e-3,  0.000000e-3,     0.000,     0.000,    -0.008,     0.000,    -0.034,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
    42.520e-9,  1.603199e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,    -0.030,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
    42.530e-9,  1.714809e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.000,    -0.026,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
    42.540e-9,  1.499043e-3,  0.000000e-3,     0.000,     0.000,     0.006,     0.000,    -0.021,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
    42.550e-9,  1.073460e-3,  0.000000e-3,     0.000,     0.000,     0.008,     0.000,    -0.017,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000
    42.560e-9,  0.814779e-3,  0.000000e-3,     0.000,     0.000,     0.010,     0.000,    -0.013,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000
    42.570e-9,  0.739679e-3,  0.000000e-3,     0.000,     0.000,     0.011,     0.000,    -0.009,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000
    42.580e-9,  0.936572e-3,  0.000000e-3,     0.000,     0.000,     0.011,     0.000,    -0.005,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000
    42.590e-9,  1.039066e-3,  0.000000e-3,     0.000,     0.000,     0.011,     0.000,    -0.002,     0.000,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000
    42.600e-9,  1.012836e-3,  0.000000e-3,     0.000,     0.000,     0.010,     0.000,     0.000,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
    42.610e-9,  2.638148e-3,  0.000000e-3,     0.000,     0.000,     0.009,     0.000,     0.002,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
    42.620e-9,  2.501909e-3,  0.000000e-3,     0.000,     0.000,     0.007,     0.000,     0.004,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
    42.630e-9,  2.421540e-3,  0.000000e-3,     0.000,     0.000,     0.006,     0.000,     0.005,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
    42.640e-9,  2.370198e-3,  0.000000e-3,     0.000,     0.000,     0.005,     0.000,     0.005,     0.000,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
    42.650e-9,  2.215880e-3,  0.000000e-3,     0.000,     0.000,     0.003,     0.000,     0.006,     0.001,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
    42.660e-9,  1.824593e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.000,     0.006,     0.002,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
    42.670e-9,  1.670699e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.000,     0.006,     0.004,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
    42.680e-9,  1.422227e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.005,     0.011,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
    42.690e-9,  1.341335e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.005,     0.024,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
    42.700e-9,  1.451432e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.004,     0.046,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000
    42.710e-9,  1.826279e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.003,     0.077,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000
    42.720e-9,  1.929147e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.003,     0.119,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000
    42.730e-9,  1.924918e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.002,     0.171,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000
    42.740e-9,  1.813574e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.002,     0.233,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000
    42.750e-9,  1.661762e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.001,     0.302,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000
    42.760e-9,  1.167070e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.001,     0.377,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000
    42.770e-9,  1.452062e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.000,     0.457,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000
    42.780e-9,  1.566919e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,    -0.000,     0.541,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000
    42.790e-9,  1.482726e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,    -0.000,     0.621,     0.000,     0.040,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000
    42.800e-9,  1.236142e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,    -0.001,     0.688,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650
    42.810e-9,  3.620018e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,    -0.001,     0.733,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650
    42.820e-9,  3.623920e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,    -0.001,     0.751,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650
    42.830e-9,  3.608545e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,    -0.001,     0.746,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650
    42.840e-9,  3.272678e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.001,     0.723,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650
    42.850e-9,  2.773806e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.001,     0.691,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650
    42.860e-9,  2.109792e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.001,     0.660,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650
    42.870e-9,  1.822960e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.001,     0.634,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650
    42.880e-9,  1.694469e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.001,     0.617,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650
    42.890e-9,  1.474207e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.609,     0.000,     0.040,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650
    42.900e-9,  1.045866e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.609,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
    42.910e-9,  1.841885e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.616,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
    42.920e-9,  2.220792e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.626,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
    42.930e-9,  2.336388e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.638,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
    42.940e-9,  2.157885e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.648,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
    42.950e-9,  1.777594e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.657,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
    42.960e-9,  1.228912e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.663,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
    42.970e-9,  1.143008e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.666,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
    42.980e-9,  1.038324e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.667,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
    42.990e-9,  0.976060e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.667,     0.000,     0.040,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
    43.000e-9,  1.078751e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.667,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
    43.010e-9,  2.881398e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.667,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
    43.020e-9,  3.016170e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.665,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
    43.030e-9,  3.169219e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.660,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
    43.040e-9,  3.155059e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.650,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
    43.050e-9,  2.932592e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.634,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
    43.060e-9,  2.480375e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.612,     0.000,     0.040,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
