Time(s),IDD(A),ISS(A),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),A0(V),B3(V),B2(V),B0(V),A2(V),B1(V),A1(V),A3(V)
    68.390e-9,  1.493186e-3,  0.000000e-3,     0.003,     0.000,     0.000,     0.066,     0.000,     0.000,    -0.000,     0.000,     0.002,    -0.011,     0.045,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000
    68.400e-9,  1.790139e-3,  0.000000e-3,     0.002,     0.000,     0.000,     0.098,     0.000,     0.000,    -0.000,     0.000,     0.001,    -0.016,     0.062,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    68.410e-9,  4.448558e-3,  0.000000e-3,     0.001,     0.000,     0.000,     0.139,     0.000,     0.000,    -0.000,     0.000,     0.000,    -0.019,     0.087,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    68.420e-9,  4.220315e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.185,     0.000,     0.000,    -0.000,     0.000,     0.000,    -0.022,     0.117,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    68.430e-9,  3.668847e-3,  0.000000e-3,    -0.001,     0.000,    -0.000,     0.233,     0.000,    -0.000,    -0.000,     0.000,    -0.000,    -0.023,     0.147,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    68.440e-9,  3.090757e-3,  0.000000e-3,    -0.001,     0.000,    -0.000,     0.279,     0.000,    -0.000,    -0.000,     0.000,    -0.001,    -0.023,     0.176,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    68.450e-9,  2.547532e-3,  0.000000e-3,    -0.001,     0.000,    -0.000,     0.320,     0.000,    -0.000,    -0.000,     0.000,    -0.001,    -0.023,     0.201,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    68.460e-9,  2.215857e-3,  0.000000e-3,    -0.002,     0.000,    -0.000,     0.353,     0.000,    -0.000,    -0.000,     0.000,    -0.001,    -0.022,     0.221,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    68.470e-9,  2.185268e-3,  0.000000e-3,    -0.002,     0.000,     0.000,     0.381,     0.000,    -0.000,    -0.000,     0.000,    -0.001,    -0.021,     0.237,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    68.480e-9,  1.954789e-3,  0.000000e-3,    -0.002,     0.000,     0.000,     0.402,     0.000,    -0.000,    -0.000,     0.000,    -0.001,    -0.020,     0.248,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    68.490e-9,  1.647453e-3,  0.000000e-3,    -0.002,     0.000,     0.000,     0.417,     0.000,    -0.000,    -0.000,     0.000,    -0.001,    -0.019,     0.255,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    68.500e-9,  1.220312e-3,  0.000000e-3,    -0.002,     0.000,     0.000,     0.425,     0.000,    -0.000,    -0.000,     0.000,    -0.001,    -0.018,     0.255,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    68.510e-9,  1.481423e-3,  0.000000e-3,    -0.002,     0.000,     0.000,     0.425,     0.000,    -0.000,     0.000,     0.000,    -0.001,    -0.018,     0.249,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    68.520e-9,  2.018694e-3,  0.000000e-3,    -0.002,     0.000,     0.000,     0.417,     0.000,    -0.000,     0.000,     0.000,    -0.001,    -0.016,     0.238,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    68.530e-9,  2.259538e-3,  0.000000e-3,    -0.001,     0.000,     0.001,     0.403,     0.000,    -0.000,     0.000,     0.000,    -0.001,    -0.015,     0.223,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    68.540e-9,  2.331002e-3,  0.000000e-3,    -0.001,     0.000,     0.002,     0.382,     0.000,    -0.000,     0.000,     0.000,    -0.001,    -0.013,     0.205,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    68.550e-9,  2.133648e-3,  0.000000e-3,    -0.001,     0.000,     0.005,     0.358,     0.000,    -0.000,     0.000,     0.000,    -0.001,    -0.008,     0.185,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    68.560e-9,  1.607725e-3,  0.000000e-3,    -0.001,     0.000,     0.010,     0.332,     0.000,    -0.000,     0.000,     0.000,    -0.001,    -0.000,     0.164,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    68.570e-9,  1.323056e-3,  0.000000e-3,    -0.001,     0.000,     0.018,     0.305,     0.000,    -0.000,     0.000,     0.000,    -0.000,     0.012,     0.144,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    68.580e-9,  1.264806e-3,  0.000000e-3,    -0.001,     0.000,     0.032,     0.279,     0.000,    -0.000,     0.000,     0.000,    -0.000,     0.030,     0.125,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    68.590e-9,  1.295365e-3,  0.000000e-3,    -0.001,     0.000,     0.051,     0.253,     0.000,    -0.000,     0.000,     0.000,    -0.000,     0.054,     0.107,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    68.600e-9,  1.335892e-3,  0.000000e-3,    -0.000,     0.000,     0.078,     0.228,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.086,     0.090,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    68.610e-9,  3.008196e-3,  0.000000e-3,     0.000,     0.000,     0.112,     0.204,     0.000,     0.000,     0.000,     0.000,     0.000,     0.127,     0.074,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    68.620e-9,  3.243448e-3,  0.000000e-3,     0.001,     0.000,     0.155,     0.180,     0.000,     0.000,     0.000,     0.000,     0.001,     0.176,     0.059,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    68.630e-9,  3.401476e-3,  0.000000e-3,     0.001,     0.000,     0.206,     0.159,     0.000,     0.000,     0.000,     0.000,     0.001,     0.235,     0.046,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    68.640e-9,  3.319685e-3,  0.000000e-3,     0.002,     0.000,     0.266,     0.139,     0.000,     0.000,     0.000,     0.000,     0.002,     0.301,     0.034,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    68.650e-9,  3.072597e-3,  0.000000e-3,     0.002,     0.000,     0.334,     0.121,     0.000,     0.000,     0.000,     0.000,     0.002,     0.374,     0.024,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    68.660e-9,  2.496928e-3,  0.000000e-3,     0.003,     0.000,     0.408,     0.105,     0.000,     0.000,     0.000,     0.000,     0.002,     0.452,     0.015,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    68.670e-9,  2.070232e-3,  0.000000e-3,     0.003,     0.000,     0.488,     0.092,     0.000,     0.000,     0.000,     0.000,     0.003,     0.534,     0.008,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    68.680e-9,  1.579388e-3,  0.000000e-3,     0.003,     0.000,     0.567,     0.080,     0.000,     0.000,     0.000,     0.000,     0.003,     0.611,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    68.690e-9,  1.300587e-3,  0.000000e-3,     0.003,     0.000,     0.639,     0.070,     0.000,     0.000,     0.000,     0.000,     0.003,     0.676,    -0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    68.700e-9,  1.278393e-3,  0.000000e-3,     0.003,     0.000,     0.696,     0.062,     0.000,     0.000,     0.000,     0.000,     0.002,     0.723,    -0.007,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    68.710e-9,  1.512263e-3,  0.000000e-3,     0.003,     0.000,     0.734,     0.055,     0.000,     0.000,     0.000,     0.000,     0.002,     0.748,    -0.010,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    68.720e-9,  1.876548e-3,  0.000000e-3,     0.002,     0.000,     0.750,     0.050,     0.000,     0.000,     0.000,     0.000,     0.002,     0.750,    -0.012,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    68.730e-9,  1.876484e-3,  0.000000e-3,     0.002,     0.000,     0.745,     0.047,     0.000,     0.000,     0.000,     0.000,     0.002,     0.736,    -0.014,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    68.740e-9,  1.748014e-3,  0.000000e-3,     0.002,     0.000,     0.726,     0.045,     0.000,     0.000,     0.000,     0.000,     0.001,     0.711,    -0.015,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    68.750e-9,  1.402322e-3,  0.000000e-3,     0.001,     0.000,     0.700,     0.047,     0.000,     0.000,     0.000,     0.000,     0.001,     0.682,    -0.016,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    68.760e-9,  0.872699e-3,  0.000000e-3,     0.001,     0.000,     0.672,     0.052,     0.000,     0.000,     0.000,     0.000,     0.001,     0.655,    -0.016,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    68.770e-9,  0.762230e-3,  0.000000e-3,     0.001,     0.000,     0.647,     0.062,     0.000,     0.000,     0.000,     0.000,     0.001,     0.633,    -0.015,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    68.780e-9,  0.847443e-3,  0.000000e-3,     0.001,     0.000,     0.628,     0.079,     0.000,     0.000,     0.000,     0.000,     0.001,     0.619,    -0.012,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    68.790e-9,  1.233117e-3,  0.000000e-3,     0.000,     0.000,     0.616,     0.103,     0.000,     0.000,     0.000,     0.000,     0.000,     0.612,    -0.005,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    68.800e-9,  1.493856e-3,  0.000000e-3,     0.000,     0.000,     0.611,     0.136,     0.000,     0.000,     0.000,     0.000,     0.000,     0.611,     0.006,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    68.810e-9,  7.613640e-3,  0.000000e-3,     0.000,     0.000,     0.612,     0.177,     0.000,     0.000,     0.000,     0.000,     0.000,     0.615,     0.024,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    68.820e-9,  7.492220e-3,  0.000000e-3,     0.000,     0.000,     0.617,     0.224,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.622,     0.045,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    68.830e-9,  7.054649e-3,  0.000000e-3,    -0.000,     0.000,     0.624,     0.272,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.631,     0.067,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    68.840e-9,  6.535390e-3,  0.000000e-3,    -0.000,     0.000,     0.632,     0.317,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.639,     0.088,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    68.850e-9,  5.955658e-3,  0.000000e-3,    -0.000,     0.000,     0.639,     0.357,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.646,     0.105,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    68.860e-9,  5.550259e-3,  0.000000e-3,    -0.000,     0.000,     0.645,     0.389,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.651,     0.119,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    68.870e-9,  5.111620e-3,  0.000000e-3,    -0.000,     0.000,     0.649,     0.415,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.656,     0.130,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    68.880e-9,  4.332615e-3,  0.000000e-3,    -0.000,     0.000,     0.653,     0.436,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.659,     0.138,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    68.890e-9,  3.340446e-3,  0.000000e-3,    -0.000,     0.000,     0.653,     0.450,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.660,     0.141,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    68.900e-9,  2.476820e-3,  0.000000e-3,    -0.000,     0.000,     0.649,     0.457,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.656,     0.140,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    68.910e-9,  1.882177e-3,  0.000000e-3,    -0.000,     0.000,     0.640,     0.456,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.646,     0.135,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    68.920e-9,  3.098718e-3,  0.000000e-3,    -0.000,     0.000,     0.623,     0.447,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.630,     0.128,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    68.930e-9,  3.669996e-3,  0.000000e-3,    -0.000,     0.000,     0.601,     0.431,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.607,     0.117,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    68.940e-9,  3.444120e-3,  0.000000e-3,    -0.000,    -0.000,     0.573,     0.410,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.580,     0.105,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    68.950e-9,  2.582179e-3,  0.000000e-3,    -0.000,    -0.000,     0.542,     0.385,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.549,     0.093,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    68.960e-9,  1.631802e-3,  0.000000e-3,    -0.000,    -0.000,     0.509,     0.359,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.517,     0.080,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    68.970e-9,  0.882224e-3,  0.000000e-3,    -0.000,    -0.000,     0.476,     0.332,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.484,     0.068,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    68.980e-9,  1.274566e-3,  0.000000e-3,    -0.000,    -0.000,     0.445,     0.306,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.453,     0.057,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    68.990e-9,  1.529410e-3,  0.000000e-3,    -0.000,    -0.000,     0.414,     0.280,     0.001,     0.000,     0.000,     0.000,    -0.000,     0.423,     0.047,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    69.000e-9,  1.376387e-3,  0.000000e-3,    -0.000,    -0.000,     0.385,     0.254,     0.002,     0.000,     0.000,     0.000,     0.000,     0.394,     0.037,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000
    69.010e-9,  2.987973e-3,  0.000000e-3,    -0.000,    -0.000,     0.355,     0.228,     0.004,     0.000,     0.000,     0.000,     0.000,     0.366,     0.028,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000
    69.020e-9,  2.901958e-3,  0.000000e-3,    -0.000,    -0.000,     0.325,     0.202,     0.008,     0.000,     0.000,     0.000,     0.001,     0.337,     0.020,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000
    69.030e-9,  2.926677e-3,  0.000000e-3,    -0.000,    -0.000,     0.295,     0.178,     0.011,     0.000,     0.000,     0.000,     0.001,     0.309,     0.013,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000
    69.040e-9,  2.893054e-3,  0.000000e-3,     0.000,    -0.000,     0.265,     0.154,     0.014,     0.000,     0.000,     0.000,     0.002,     0.280,     0.008,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000
    69.050e-9,  2.719934e-3,  0.000000e-3,     0.000,    -0.000,     0.236,     0.133,     0.016,     0.000,     0.000,     0.000,     0.002,     0.251,     0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000
    69.060e-9,  2.435415e-3,  0.000000e-3,     0.000,    -0.000,     0.208,     0.113,     0.018,     0.000,     0.000,     0.000,     0.002,     0.222,    -0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000
    69.070e-9,  2.198489e-3,  0.000000e-3,     0.000,    -0.000,     0.180,     0.095,     0.019,     0.000,     0.000,     0.000,     0.002,     0.194,    -0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000
    69.080e-9,  1.838708e-3,  0.000000e-3,     0.000,    -0.000,     0.154,     0.077,     0.020,     0.000,     0.000,     0.000,     0.002,     0.167,    -0.007,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000
    69.090e-9,  1.958093e-3,  0.000000e-3,     0.000,    -0.000,     0.130,     0.061,     0.019,     0.000,     0.000,     0.000,     0.002,     0.142,    -0.009,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000
    69.100e-9,  2.546680e-3,  0.000000e-3,     0.000,    -0.000,     0.107,     0.047,     0.018,     0.000,     0.000,     0.000,     0.002,     0.118,    -0.010,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000
    69.110e-9,  2.239018e-3,  0.000000e-3,     0.000,     0.000,     0.085,     0.033,     0.017,     0.000,     0.000,     0.000,     0.002,     0.096,    -0.011,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000
    69.120e-9,  2.216592e-3,  0.000000e-3,     0.000,     0.000,     0.066,     0.022,     0.015,     0.000,     0.000,     0.000,     0.001,     0.076,    -0.012,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000
    69.130e-9,  2.091841e-3,  0.000000e-3,     0.000,     0.000,     0.048,     0.012,     0.013,     0.000,     0.000,     0.000,     0.001,     0.057,    -0.012,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000
    69.140e-9,  2.380503e-3,  0.000000e-3,     0.000,     0.000,     0.033,     0.003,     0.012,     0.000,     0.001,     0.000,     0.001,     0.041,    -0.012,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000
    69.150e-9,  2.466447e-3,  0.000000e-3,     0.000,     0.000,     0.020,    -0.003,     0.010,     0.000,     0.003,     0.000,     0.001,     0.027,    -0.012,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000
    69.160e-9,  2.227961e-3,  0.000000e-3,     0.000,     0.000,     0.009,    -0.009,     0.008,     0.000,     0.006,     0.000,     0.001,     0.014,    -0.010,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000
    69.170e-9,  2.035261e-3,  0.000000e-3,     0.000,     0.000,    -0.001,    -0.013,     0.006,     0.000,     0.013,     0.000,     0.001,     0.004,    -0.007,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000
    69.180e-9,  2.330273e-3,  0.000000e-3,     0.000,     0.000,    -0.008,    -0.016,     0.004,     0.000,     0.024,     0.000,     0.000,    -0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000
    69.190e-9,  2.348031e-3,  0.000000e-3,     0.000,     0.000,    -0.014,    -0.017,     0.003,     0.000,     0.040,     0.000,     0.000,    -0.011,     0.011,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000
    69.200e-9,  2.217883e-3,  0.000000e-3,     0.000,     0.000,    -0.018,    -0.018,     0.002,     0.000,     0.064,     0.000,     0.000,    -0.016,     0.028,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    69.210e-9,  5.116855e-3,  0.000000e-3,     0.000,     0.000,    -0.021,    -0.018,     0.001,     0.000,     0.095,     0.000,     0.000,    -0.019,     0.051,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    69.220e-9,  4.684454e-3,  0.000000e-3,     0.000,     0.000,    -0.022,    -0.018,    -0.000,     0.000,     0.130,     0.000,     0.000,    -0.021,     0.078,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    69.230e-9,  4.509839e-3,  0.000000e-3,     0.000,     0.000,    -0.023,    -0.017,    -0.001,     0.000,     0.168,     0.000,     0.000,    -0.023,     0.107,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    69.240e-9,  4.390079e-3,  0.000000e-3,     0.000,     0.000,    -0.023,    -0.016,    -0.001,     0.000,     0.203,     0.000,     0.000,    -0.023,     0.134,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    69.250e-9,  3.877277e-3,  0.000000e-3,     0.000,     0.000,    -0.022,    -0.014,    -0.002,     0.000,     0.234,     0.000,     0.000,    -0.023,     0.157,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    69.260e-9,  2.951002e-3,  0.000000e-3,    -0.000,     0.000,    -0.021,    -0.013,    -0.002,     0.000,     0.259,     0.000,     0.000,    -0.022,     0.175,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    69.270e-9,  2.403916e-3,  0.000000e-3,    -0.000,     0.000,    -0.019,    -0.011,    -0.002,     0.000,     0.279,     0.000,     0.000,    -0.021,     0.190,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    69.280e-9,  2.130757e-3,  0.000000e-3,    -0.000,     0.000,    -0.018,    -0.009,    -0.002,     0.000,     0.295,     0.000,     0.000,    -0.021,     0.200,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    69.290e-9,  1.986573e-3,  0.000000e-3,    -0.000,     0.000,    -0.015,    -0.008,    -0.002,     0.000,     0.305,     0.000,    -0.000,    -0.019,     0.206,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    69.300e-9,  1.805952e-3,  0.000000e-3,    -0.000,     0.000,    -0.013,    -0.006,    -0.002,     0.000,     0.308,     0.000,    -0.000,    -0.018,     0.206,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    69.310e-9,  1.957217e-3,  0.000000e-3,    -0.000,     0.000,    -0.011,    -0.005,    -0.002,     0.000,     0.304,     0.000,    -0.000,    -0.018,     0.201,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
