Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P4(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P5(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P6(V),P7(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
    41.470e-9, 10.095381e-3,  0.000000e-3,     0.797,     0.000,     0.748,     0.750,     0.540,     0.000,     0.735,    -0.116,    -0.010,     0.044,     0.735,    -0.104,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750
    41.480e-9,  9.614081e-3,  0.000000e-3,     0.840,     0.000,     0.739,     0.750,     0.551,     0.000,     0.711,    -0.105,     0.010,     0.045,     0.711,    -0.094,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750
    41.490e-9, 12.156734e-3,  0.000000e-3,     0.860,     0.000,     0.718,     0.750,     0.554,     0.000,     0.703,    -0.080,     0.024,     0.043,     0.703,    -0.078,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750
    41.500e-9, 13.936061e-3,  0.000000e-3,     0.855,     0.000,     0.680,     0.750,     0.546,     0.000,     0.708,    -0.039,     0.033,     0.039,     0.708,    -0.047,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.000,     0.750
    41.510e-9, 15.367060e-3,  0.000000e-3,     0.833,     0.000,     0.631,     0.750,     0.526,     0.000,     0.723,     0.013,     0.037,     0.032,     0.722,    -0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.000,     0.750
    41.520e-9, 15.976312e-3,  0.000000e-3,     0.796,     0.000,     0.572,     0.750,     0.494,     0.000,     0.741,     0.074,     0.037,     0.025,     0.740,     0.052,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.000,     0.750
    41.530e-9, 15.058128e-3,  0.000000e-3,     0.747,     0.000,     0.505,     0.750,     0.453,     0.000,     0.757,     0.142,     0.033,     0.016,     0.756,     0.116,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.000,     0.750
    41.540e-9, 13.990921e-3,  0.000000e-3,     0.715,     0.000,     0.432,     0.750,     0.404,     0.000,     0.767,     0.217,     0.027,     0.009,     0.766,     0.186,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.000,     0.750
    41.550e-9, 13.870146e-3,  0.000000e-3,     0.711,     0.000,     0.353,     0.750,     0.352,     0.000,     0.769,     0.296,     0.020,     0.002,     0.769,     0.262,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.750
    41.560e-9, 12.640486e-3,  0.000000e-3,     0.725,     0.000,     0.271,     0.750,     0.300,     0.000,     0.766,     0.379,     0.012,    -0.004,     0.766,     0.343,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.750
    41.570e-9, 11.711616e-3,  0.000000e-3,     0.748,     0.000,     0.185,     0.750,     0.250,     0.000,     0.758,     0.466,     0.005,    -0.008,     0.759,     0.427,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.750
    41.580e-9, 10.977783e-3,  0.000000e-3,     0.765,     0.000,     0.097,     0.750,     0.205,     0.000,     0.751,     0.555,    -0.001,    -0.011,     0.751,     0.515,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.750
    41.590e-9, 10.902757e-3,  0.000000e-3,     0.768,     0.000,     0.014,     0.750,     0.167,     0.000,     0.745,     0.646,    -0.006,    -0.012,     0.745,     0.604,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750,     0.750,     0.750,     0.750,     0.750
    41.600e-9, 10.562204e-3,  0.000000e-3,     0.761,     0.000,    -0.052,     0.750,     0.137,     0.000,     0.742,     0.739,    -0.009,    -0.013,     0.742,     0.696,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    41.610e-9, 31.867102e-3,  0.000000e-3,     0.750,     0.000,    -0.096,     0.750,     0.119,     0.000,     0.742,     0.813,    -0.012,    -0.013,     0.742,     0.786,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    41.620e-9, 31.288896e-3,  0.000000e-3,     0.743,     0.000,    -0.115,     0.750,     0.112,     0.000,     0.744,     0.848,    -0.013,    -0.013,     0.744,     0.839,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    41.630e-9, 30.561448e-3,  0.000000e-3,     0.742,     0.000,    -0.113,     0.750,     0.116,     0.000,     0.747,     0.859,    -0.013,    -0.013,     0.747,     0.863,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    41.640e-9, 28.413039e-3,  0.000000e-3,     0.745,     0.000,    -0.094,     0.750,     0.127,     0.000,     0.750,     0.848,    -0.012,    -0.012,     0.750,     0.863,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    41.650e-9, 26.254700e-3,  0.000000e-3,     0.750,     0.000,    -0.067,     0.747,     0.140,     0.000,     0.752,     0.820,    -0.008,    -0.011,     0.752,     0.844,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000
    41.660e-9, 23.960608e-3,  0.000000e-3,     0.753,     0.000,    -0.038,     0.737,     0.151,     0.000,     0.754,     0.788,     0.006,    -0.009,     0.754,     0.810,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000
    41.670e-9, 23.234778e-3,  0.000000e-3,     0.754,     0.000,    -0.010,     0.715,     0.159,     0.000,     0.755,     0.760,     0.038,    -0.008,     0.754,     0.779,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000
    41.680e-9, 22.468976e-3,  0.000000e-3,     0.752,     0.000,     0.013,     0.676,     0.162,     0.000,     0.754,     0.737,     0.082,    -0.006,     0.754,     0.753,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000
    41.690e-9, 20.739356e-3,  0.000000e-3,     0.750,     0.000,     0.029,     0.626,     0.159,     0.000,     0.750,     0.715,     0.137,    -0.004,     0.750,     0.728,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000
    41.700e-9, 19.017002e-3,  0.000000e-3,     0.748,     0.000,     0.039,     0.567,     0.149,     0.000,     0.738,     0.689,     0.200,    -0.002,     0.738,     0.702,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000
    41.710e-9, 16.354740e-3,  0.000000e-3,     0.748,     0.000,     0.042,     0.500,     0.132,     0.000,     0.715,     0.654,     0.271,    -0.000,     0.716,     0.668,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000
    41.720e-9, 11.709343e-3,  0.000000e-3,     0.749,     0.000,     0.040,     0.426,     0.110,     0.000,     0.677,     0.608,     0.347,     0.001,     0.678,     0.623,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000
    41.730e-9, 14.361744e-3,  0.000000e-3,     0.750,     0.000,     0.033,     0.347,     0.083,    -0.000,     0.627,     0.551,     0.428,     0.002,     0.629,     0.567,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000
    41.740e-9, 16.908839e-3,  0.000000e-3,     0.751,     0.000,     0.024,     0.265,     0.056,    -0.000,     0.567,     0.486,     0.512,     0.002,     0.570,     0.503,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000
    41.750e-9, 17.386444e-3,  0.000000e-3,     0.751,     0.000,     0.014,     0.179,     0.030,    -0.000,     0.500,     0.414,     0.599,     0.003,     0.503,     0.432,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000
    41.760e-9, 15.807124e-3,  0.000000e-3,     0.750,     0.000,     0.004,     0.090,     0.008,    -0.000,     0.427,     0.337,     0.689,     0.003,     0.430,     0.355,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000
    41.770e-9, 15.017387e-3,  0.000000e-3,     0.750,     0.000,    -0.004,     0.008,    -0.011,    -0.000,     0.348,     0.255,     0.781,     0.003,     0.351,     0.274,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000
    41.780e-9, 13.677339e-3,  0.000000e-3,     0.750,     0.000,    -0.010,    -0.056,    -0.025,    -0.000,     0.266,     0.173,     0.831,     0.002,     0.269,     0.193,    -0.000,     0.000,     0.003,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000
    41.790e-9, 13.107641e-3,  0.000000e-3,     0.750,     0.000,    -0.013,    -0.098,    -0.034,    -0.000,     0.184,     0.097,     0.855,     0.002,     0.188,     0.116,    -0.000,     0.000,     0.016,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000
    41.800e-9, 16.126180e-3,  0.000000e-3,     0.750,     0.000,    -0.014,    -0.118,    -0.038,    -0.000,     0.109,     0.030,     0.854,     0.001,     0.113,     0.048,    -0.000,     0.000,     0.049,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000
    41.810e-9, 20.665206e-3,  0.000000e-3,     0.750,     0.000,    -0.013,    -0.119,    -0.039,    -0.000,     0.043,    -0.025,     0.834,     0.001,     0.046,    -0.010,    -0.000,     0.000,     0.094,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000
    41.820e-9, 21.995121e-3,  0.000000e-3,     0.750,     0.000,    -0.011,    -0.108,    -0.036,    -0.000,    -0.013,    -0.067,     0.799,     0.000,    -0.010,    -0.055,    -0.000,     0.000,     0.149,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000
    41.830e-9, 21.858284e-3,  0.000000e-3,     0.750,     0.000,    -0.008,    -0.090,    -0.031,    -0.000,    -0.057,    -0.095,     0.752,    -0.000,    -0.054,    -0.086,     0.000,     0.000,     0.213,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000
    41.840e-9, 20.252478e-3,  0.000000e-3,     0.750,     0.000,    -0.004,    -0.070,    -0.024,     0.000,    -0.086,    -0.110,     0.719,    -0.000,    -0.084,    -0.104,     0.000,     0.000,     0.284,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000
    41.850e-9, 19.625970e-3,  0.000000e-3,     0.746,     0.000,    -0.001,    -0.046,    -0.017,     0.000,    -0.102,    -0.112,     0.704,    -0.001,    -0.101,    -0.110,     0.000,     0.000,     0.360,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000
    41.860e-9, 16.868099e-3,  0.000000e-3,     0.733,     0.000,     0.001,    -0.011,    -0.010,     0.000,    -0.106,    -0.105,     0.709,    -0.001,    -0.106,    -0.105,     0.000,     0.000,     0.438,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000
    41.870e-9, 14.730820e-3,  0.000000e-3,     0.706,     0.000,     0.003,     0.038,    -0.004,     0.000,    -0.101,    -0.090,     0.726,    -0.001,    -0.101,    -0.092,     0.000,     0.000,     0.508,     0.000,     0.000,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000
    41.880e-9, 11.972559e-3,  0.000000e-3,     0.664,     0.000,     0.004,     0.096,     0.001,     0.000,    -0.088,    -0.070,     0.746,    -0.001,    -0.088,    -0.074,     0.000,     0.000,     0.565,     0.000,     0.000,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000
    41.890e-9, 11.937300e-3,  0.000000e-3,     0.612,     0.000,     0.005,     0.163,     0.005,     0.000,    -0.070,    -0.049,     0.762,    -0.001,    -0.071,    -0.054,     0.000,     0.000,     0.610,     0.000,     0.005,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000
    41.900e-9, 11.641049e-3,  0.000000e-3,     0.550,     0.000,     0.005,     0.235,     0.008,     0.000,    -0.051,    -0.029,     0.770,    -0.001,    -0.052,    -0.033,     0.000,     0.000,     0.642,     0.000,     0.023,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000
    41.910e-9, 11.944148e-3,  0.000000e-3,     0.481,     0.000,     0.005,     0.313,     0.010,     0.000,    -0.031,    -0.010,     0.768,    -0.000,    -0.032,    -0.015,     0.000,     0.000,     0.659,     0.000,     0.059,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000
    41.920e-9, 13.704534e-3,  0.000000e-3,     0.406,     0.000,     0.004,     0.395,     0.010,     0.000,    -0.013,     0.005,     0.760,    -0.000,    -0.014,     0.001,     0.000,     0.000,     0.664,     0.000,     0.106,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000
    41.930e-9, 14.272497e-3,  0.000000e-3,     0.326,     0.000,     0.004,     0.481,     0.010,     0.000,     0.002,     0.017,     0.751,    -0.000,     0.001,     0.014,     0.000,     0.000,     0.657,     0.000,     0.163,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000
    41.940e-9, 14.148774e-3,  0.000000e-3,     0.242,     0.000,     0.008,     0.569,     0.009,     0.000,     0.014,     0.025,     0.744,    -0.000,     0.013,     0.022,     0.000,     0.000,     0.642,     0.000,     0.228,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000
    41.950e-9, 13.782023e-3,  0.000000e-3,     0.156,     0.000,     0.029,     0.660,     0.007,     0.000,     0.022,     0.030,     0.741,     0.000,     0.022,     0.028,     0.000,     0.000,     0.621,     0.000,     0.301,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.000
    41.960e-9, 13.048601e-3,  0.000000e-3,     0.066,     0.000,     0.065,     0.752,     0.006,     0.000,     0.027,     0.031,     0.742,     0.000,     0.027,     0.030,     0.000,     0.000,     0.596,     0.000,     0.378,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.000
    41.970e-9, 12.911005e-3,  0.000000e-3,    -0.012,     0.000,     0.114,     0.820,     0.004,     0.000,     0.029,     0.030,     0.746,     0.000,     0.029,     0.029,     0.000,     0.000,     0.570,     0.000,     0.460,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.000
    41.980e-9, 13.178049e-3,  0.000000e-3,    -0.072,     0.000,     0.172,     0.851,     0.002,     0.000,     0.028,     0.026,     0.750,     0.000,     0.028,     0.027,     0.000,     0.000,     0.546,     0.000,     0.545,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.000
    41.990e-9, 12.181337e-3,  0.000000e-3,    -0.106,     0.000,     0.238,     0.859,     0.001,     0.000,     0.026,     0.022,     0.753,     0.000,     0.026,     0.023,     0.000,     0.000,     0.525,     0.000,     0.633,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.000
    42.000e-9, 10.540842e-3,  0.000000e-3,    -0.115,     0.000,     0.311,     0.846,    -0.001,     0.000,     0.022,     0.017,     0.754,     0.000,     0.022,     0.018,     0.000,     0.000,     0.509,     0.000,     0.723,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750
    42.010e-9, 12.823470e-3,  0.000000e-3,    -0.103,     0.000,     0.389,     0.816,    -0.002,     0.000,     0.017,     0.011,     0.753,     0.000,     0.017,     0.012,     0.000,     0.000,     0.502,     0.000,     0.802,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750
    42.020e-9, 12.384503e-3,  0.000000e-3,    -0.077,     0.000,     0.471,     0.779,    -0.002,     0.000,     0.012,     0.006,     0.752,     0.000,     0.012,     0.007,     0.000,     0.000,     0.504,     0.000,     0.841,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750
    42.030e-9, 12.396288e-3,  0.000000e-3,    -0.045,     0.000,     0.556,     0.749,    -0.003,     0.000,     0.007,     0.002,     0.750,     0.000,     0.007,     0.003,     0.000,     0.000,     0.515,     0.000,     0.855,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750
    42.040e-9, 12.304784e-3,  0.000000e-3,    -0.013,     0.000,     0.645,     0.721,    -0.003,     0.000,     0.003,    -0.002,     0.749,     0.000,     0.003,    -0.001,     0.000,     0.000,     0.529,     0.000,     0.847,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750
    42.050e-9, 10.454774e-3,  0.000000e-3,     0.013,     0.000,     0.735,     0.689,    -0.002,     0.000,    -0.001,    -0.005,     0.748,     0.000,    -0.001,    -0.004,     0.000,     0.000,     0.544,     0.000,     0.822,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750
    42.060e-9,  8.150426e-3,  0.000000e-3,     0.032,     0.000,     0.811,     0.647,    -0.002,     0.000,    -0.004,    -0.007,     0.749,     0.000,    -0.003,    -0.006,     0.000,     0.000,     0.556,     0.000,     0.790,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750
    42.070e-9,  7.434247e-3,  0.000000e-3,     0.042,     0.000,     0.846,     0.593,    -0.002,     0.000,    -0.006,    -0.008,     0.749,    -0.000,    -0.005,    -0.007,     0.000,     0.000,     0.565,     0.000,     0.761,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750
    42.080e-9,  7.162569e-3,  0.000000e-3,     0.044,     0.000,     0.858,     0.530,    -0.001,     0.000,    -0.007,    -0.008,     0.750,    -0.000,    -0.006,    -0.008,     0.000,     0.000,     0.567,     0.001,     0.738,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750
    42.090e-9,  8.164173e-3,  0.000000e-3,     0.039,     0.000,     0.848,     0.460,    -0.001,     0.000,    -0.007,    -0.007,     0.751,    -0.000,    -0.007,    -0.007,     0.000,     0.000,     0.562,     0.009,     0.717,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750
    42.100e-9,  8.233244e-3,  0.000000e-3,     0.029,     0.000,     0.820,     0.384,    -0.000,     0.000,    -0.007,    -0.006,     0.751,    -0.000,    -0.007,    -0.006,     0.000,     0.000,     0.546,     0.032,     0.692,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750
    42.110e-9,  8.909154e-3,  0.000000e-3,     0.018,     0.000,     0.779,     0.304,     0.000,     0.000,    -0.006,    -0.005,     0.751,    -0.000,    -0.006,    -0.005,     0.000,     0.000,     0.517,     0.071,     0.661,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750
    42.120e-9,  8.143244e-3,  0.000000e-3,     0.006,     0.000,     0.734,     0.220,     0.000,     0.000,    -0.005,    -0.004,     0.750,    -0.000,    -0.005,    -0.004,     0.000,     0.000,     0.475,     0.121,     0.618,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750
    42.130e-9,  7.615055e-3,  0.000000e-3,    -0.004,     0.000,     0.710,     0.133,     0.001,     0.000,    -0.004,    -0.002,     0.750,    -0.000,    -0.004,    -0.003,     0.000,     0.000,     0.423,     0.181,     0.564,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750
    42.140e-9,  7.399601e-3,  0.000000e-3,    -0.011,     0.000,     0.710,     0.044,     0.001,     0.000,    -0.002,    -0.001,     0.750,    -0.000,    -0.002,    -0.001,     0.000,     0.000,     0.365,     0.249,     0.501,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750
    42.150e-9,  7.536415e-3,  0.000000e-3,    -0.015,     0.000,     0.726,    -0.032,     0.001,     0.000,    -0.001,     0.000,     0.750,    -0.000,    -0.001,    -0.000,     0.000,     0.000,     0.303,     0.322,     0.431,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.750
    42.160e-9,  6.688642e-3,  0.000000e-3,    -0.015,     0.000,     0.748,    -0.085,     0.001,     0.000,    -0.000,     0.001,     0.750,    -0.000,    -0.000,     0.001,     0.000,     0.000,     0.241,     0.401,     0.355,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.750
    42.170e-9,  6.339991e-3,  0.000000e-3,    -0.014,     0.000,     0.764,    -0.113,     0.001,     0.000,     0.001,     0.002,     0.750,    -0.000,     0.001,     0.001,     0.000,     0.000,     0.182,     0.484,     0.275,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.750
    42.180e-9,  6.466493e-3,  0.000000e-3,    -0.010,     0.000,     0.769,    -0.118,     0.001,     0.000,     0.001,     0.002,     0.750,     0.000,     0.001,     0.002,     0.000,     0.000,     0.127,     0.570,     0.194,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.750
