Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P4(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P5(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P6(V),P7(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
     0.063e-9,  0.148534e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.007,     0.007,     0.007,     0.007,     0.649,     0.007,     0.007,     0.007,     0.007,     0.649,     0.007,     0.007,     0.007,     0.007,     0.649,     0.116,     0.007,     0.007,     0.007,     0.007,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.064e-9,  0.145840e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.006,     0.006,     0.006,     0.006,     0.650,     0.006,     0.006,     0.006,     0.006,     0.649,     0.006,     0.006,     0.006,     0.006,     0.650,     0.109,     0.006,     0.006,     0.006,     0.006,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.065e-9,  0.143737e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.006,     0.006,     0.006,     0.006,     0.650,     0.006,     0.006,     0.006,     0.006,     0.649,     0.006,     0.006,     0.006,     0.006,     0.650,     0.101,     0.006,     0.006,     0.006,     0.006,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.066e-9,  0.142231e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.006,     0.006,     0.006,     0.006,     0.650,     0.006,     0.006,     0.006,     0.006,     0.650,     0.006,     0.006,     0.006,     0.006,     0.650,     0.094,     0.006,     0.006,     0.006,     0.006,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.067e-9,  0.141357e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.005,     0.005,     0.005,     0.005,     0.650,     0.005,     0.005,     0.005,     0.005,     0.650,     0.005,     0.005,     0.005,     0.005,     0.650,     0.088,     0.005,     0.005,     0.005,     0.005,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.068e-9,  0.141178e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.005,     0.005,     0.005,     0.005,     0.650,     0.005,     0.005,     0.005,     0.005,     0.650,     0.005,     0.005,     0.005,     0.005,     0.650,     0.081,     0.005,     0.005,     0.005,     0.005,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.069e-9,  0.141765e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.005,     0.005,     0.005,     0.005,     0.650,     0.005,     0.005,     0.005,     0.005,     0.650,     0.005,     0.005,     0.005,     0.005,     0.650,     0.075,     0.005,     0.005,     0.005,     0.005,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.070e-9,  0.143163e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.004,     0.004,     0.004,     0.004,     0.650,     0.004,     0.004,     0.004,     0.004,     0.650,     0.004,     0.004,     0.004,     0.004,     0.650,     0.069,     0.004,     0.004,     0.004,     0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.071e-9,  0.145347e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.004,     0.004,     0.004,     0.004,     0.650,     0.004,     0.004,     0.004,     0.004,     0.650,     0.004,     0.004,     0.004,     0.004,     0.650,     0.064,     0.004,     0.004,     0.004,     0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.072e-9,  0.148198e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.004,     0.004,     0.004,     0.004,     0.650,     0.004,     0.004,     0.004,     0.004,     0.650,     0.004,     0.004,     0.004,     0.004,     0.650,     0.059,     0.004,     0.004,     0.004,     0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.073e-9,  0.151500e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.054,     0.003,     0.003,     0.003,     0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.074e-9,  0.154954e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.049,     0.003,     0.003,     0.003,     0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.075e-9,  0.158192e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.045,     0.003,     0.003,     0.003,     0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.076e-9,  0.160797e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.041,     0.003,     0.003,     0.003,     0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.077e-9,  0.162307e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.003,     0.003,     0.003,     0.003,     0.650,     0.037,     0.003,     0.003,     0.003,     0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.078e-9,  0.162264e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.034,     0.002,     0.002,     0.002,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.079e-9,  0.160829e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.031,     0.002,     0.002,     0.002,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.080e-9,  0.157814e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.028,     0.002,     0.002,     0.002,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.081e-9,  0.152376e-3,  0.000000e-3,     0.650,     0.649,     0.650,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.025,     0.002,     0.002,     0.002,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.082e-9,  0.145081e-3,  0.000000e-3,     0.650,     0.649,     0.650,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.023,     0.002,     0.002,     0.002,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.083e-9,  0.138640e-3,  0.000000e-3,     0.650,     0.647,     0.650,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.002,     0.002,     0.002,     0.002,     0.650,     0.020,     0.002,     0.002,     0.002,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.084e-9,  0.132991e-3,  0.000000e-3,     0.650,     0.645,     0.650,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.018,     0.001,     0.001,     0.001,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.085e-9,  0.127496e-3,  0.000000e-3,     0.650,     0.641,     0.650,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.016,     0.001,     0.001,     0.001,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.086e-9,  0.122402e-3,  0.000000e-3,     0.650,     0.634,     0.650,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.649,     0.015,     0.001,     0.001,     0.001,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.087e-9,  0.117981e-3,  0.000000e-3,     0.650,     0.622,     0.650,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.649,     0.013,     0.001,     0.001,     0.001,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.088e-9,  0.114224e-3,  0.000000e-3,     0.650,     0.604,     0.650,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.648,     0.012,     0.001,     0.001,     0.001,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.089e-9,  0.111065e-3,  0.000000e-3,     0.650,     0.579,     0.650,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.646,     0.010,     0.001,     0.001,     0.001,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.090e-9,  0.108507e-3,  0.000000e-3,     0.650,     0.547,     0.650,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.642,     0.009,     0.001,     0.001,     0.001,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.091e-9,  0.106508e-3,  0.000000e-3,     0.650,     0.507,     0.650,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.636,     0.008,     0.001,     0.001,     0.001,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.092e-9,  0.104956e-3,  0.000000e-3,     0.650,     0.461,     0.650,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.627,     0.007,     0.001,     0.001,     0.001,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.093e-9,  0.103685e-3,  0.000000e-3,     0.650,     0.408,     0.650,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.614,     0.006,     0.001,     0.001,     0.001,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.094e-9,  0.102536e-3,  0.000000e-3,     0.650,     0.350,     0.650,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.596,     0.006,     0.001,     0.001,     0.001,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.095e-9,  0.101384e-3,  0.000000e-3,     0.650,     0.289,     0.650,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.650,     0.001,     0.001,     0.001,     0.001,     0.573,     0.005,     0.001,     0.001,     0.001,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
     0.096e-9,  0.100137e-3,  0.000000e-3,     0.650,     0.226,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.544,     0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.117,     0.000,     0.000,     0.000,     0.533,     0.000
     0.097e-9,  0.098751e-3,  0.000000e-3,     0.650,     0.162,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.511,     0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.247,     0.000,     0.000,     0.000,     0.403,     0.000
     0.098e-9,  0.097494e-3,  0.000000e-3,     0.650,     0.103,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.473,     0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.377,     0.000,     0.000,     0.000,     0.273,     0.000
     0.099e-9,  0.096394e-3,  0.000000e-3,     0.650,     0.056,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.431,     0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.507,     0.000,     0.000,     0.000,     0.143,     0.000
     0.100e-9,  0.095005e-3,  0.000000e-3,     0.650,     0.025,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.386,     0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.637,     0.000,     0.000,     0.000,     0.013,     0.000
     0.101e-9,  0.093235e-3,  0.000000e-3,     0.649,     0.009,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.338,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.102e-9,  0.090937e-3,  0.000000e-3,     0.649,     0.002,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.288,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.103e-9,  0.088455e-3,  0.000000e-3,     0.648,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.237,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.104e-9,  0.085864e-3,  0.000000e-3,     0.647,    -0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.186,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.105e-9,  0.083158e-3,  0.000000e-3,     0.646,    -0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.137,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.106e-9,  0.080358e-3,  0.000000e-3,     0.643,    -0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.649,     0.000,     0.000,     0.000,     0.000,     0.094,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.107e-9,  0.077552e-3,  0.000000e-3,     0.640,    -0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.649,     0.000,     0.000,     0.000,     0.000,     0.060,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.108e-9,  0.074877e-3,  0.000000e-3,     0.634,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.649,     0.000,     0.000,     0.000,     0.000,     0.035,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.109e-9,  0.072416e-3,  0.000000e-3,     0.625,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.649,     0.000,     0.000,     0.000,     0.000,     0.019,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.110e-9,  0.070170e-3,  0.000000e-3,     0.612,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.649,     0.000,     0.000,     0.000,     0.000,     0.009,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.111e-9,  0.068229e-3,  0.000000e-3,     0.594,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.649,     0.000,     0.000,     0.000,     0.000,     0.004,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.112e-9,  0.066625e-3,  0.000000e-3,     0.571,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.648,     0.000,     0.000,     0.000,     0.000,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.113e-9,  0.065317e-3,  0.000000e-3,     0.541,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.648,     0.000,     0.000,     0.000,     0.000,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
     0.114e-9,  0.064273e-3,  0.000000e-3,     0.503,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.647,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
